event_id,user_id,session_id,event_type,event_time,movie_id,duration_ms,success
31,u_0168,s_00005,view_movie_card,2026-08-18 20:16:27,m_0074,,
32,u_0552,s_00006,session_start,2026-08-08 20:35:00,,,
33,u_0552,s_00006,search,2026-08-08 20:35:11,,,
34,u_0552,s_00006,api_request,2026-08-08 20:35:14,,3571,1
35,u_0552,s_00006,random_pick,2026-08-08 20:35:18,,,
36,u_0552,s_00006,view_movie_card,2026-08-08 20:35:21,m_0387,,
37,u_0552,s_00006,add_favorite,2026-08-08 20:35:23,m_0387,,
38,u_0552,s_00006,view_movie_card,2026-08-08 20:35:32,m_0322,,
39,u_0552,s_00006,add_favorite,2026-08-08 20:35:39,m_0322,,
40,u_0552,s_00006,view_movie_card,2026-08-08 20:35:35,m_0198,,
41,u_0552,s_00006,view_movie_card,2026-08-08 20:36:30,m_0271,,
42,u_0552,s_00006,view_movie_card,2026-08-08 20:35:39,m_0349,,
43,u_0769,s_00007,session_start,2026-08-22 23:34:00,,,
44,u_0769,s_00007,search,2026-08-22 23:34:12,,,
45,u_0769,s_00007,api_request,2026-08-22 23:34:14,,3861,1
46,u_0769,s_00007,view_movie_card,2026-08-22 23:34:27,m_0498,,
47,u_0109,s_00008,session_start,2026-08-06 17:58:00,,,
48,u_0109,s_00008,search,2026-08-06 17:58:06,,,
49,u_0109,s_00008,api_request,2026-08-06 17:58:11,,1929,1
50,u_0109,s_00008,view_movie_card,2026-08-06 17:58:16,m_0307,,
51,u_0109,s_00008,view_movie_card,2026-08-06 17:58:21,m_0058,,
52,u_0109,s_00008,view_movie_card,2026-08-06 17:58:53,m_0123,,
53,u_0109,s_00008,add_favorite,2026-08-06 17:58:55,m_0123,,
54,u_0836,s_00009,session_start,2026-08-03 20:31:00,,,
55,u_0836,s_00009,search,2026-08-03 20:31:14,,,
56,u_0836,s_00009,api_request,2026-08-03 20:31:18,,1351,1
57,u_0836,s_00009,random_pick,2026-08-03 20:31:23,,,
58,u_0836,s_00009,view_movie_card,2026-08-03 20:31:36,m_0494,,
59,u_0836,s_00009,add_favorite,2026-08-03 20:31:40,m_0494,,
60,u_0836,s_00009,view_movie_card,2026-08-03 20:31:46,m_0205,,
61,u_0836,s_00009,view_movie_card,2026-08-03 20:32:06,m_0225,,
62,u_0836,s_00009,view_movie_card,2026-08-03 20:32:34,m_0062,,
63,u_0836,s_00009,view_movie_card,2026-08-03 20:31:53,m_0174,,
64,u_0836,s_00009,add_favorite,2026-08-03 20:31:57,m_0174,,
65,u_0073,s_00010,session_start,2026-08-19 12:00:00,,,
66,u_0073,s_00010,search,2026-08-19 12:00:02,,,
67,u_0073,s_00010,api_request,2026-08-19 12:00:04,,557,1
68,u_0286,s_00011,session_start,2026-08-03 17:15:00,,,
69,u_0286,s_00011,search,2026-08-03 17:15:05,,,
70,u_0286,s_00011,api_request,2026-08-03 17:15:09,,4977,1
71,u_0286,s_00011,view_movie_card,2026-08-03 17:15:27,m_0098,,
72,u_0286,s_00011,add_favorite,2026-08-03 17:15:34,m_0098,,
73,u_0479,s_00012,session_start,2026-08-12 15:26:00,,,
74,u_0479,s_00012,search,2026-08-12 15:26:02,,,
75,u_0479,s_00012,api_request,2026-08-12 15:26:07,,1106,1
76,u_0479,s_00012,view_movie_card,2026-08-12 15:26:15,m_0128,,
77,u_0479,s_00012,add_favorite,2026-08-12 15:26:23,m_0128,,
78,u_0479,s_00012,view_movie_card,2026-08-12 15:26:25,m_0217,,
79,u_0479,s_00012,add_favorite,2026-08-12 15:26:33,m_0217,,
80,u_0479,s_00012,view_movie_card,2026-08-12 15:26:43,m_0448,,
81,u_0877,s_00013,session_start,2026-08-15 21:55:00,,,
82,u_0877,s_00013,search,2026-08-15 21:55:02,,,
83,u_0877,s_00013,api_request,2026-08-15 21:55:07,,420,1
84,u_0243,s_00014,session_start,2026-08-30 21:54:00,,,
85,u_0243,s_00014,search,2026-08-30 21:54:09,,,
86,u_0243,s_00014,api_request,2026-08-30 21:54:13,,3585,1
87,u_0400,s_00015,session_start,2026-08-06 15:00:00,,,
88,u_0400,s_00015,search,2026-08-06 15:00:14,,,
89,u_0400,s_00015,api_request,2026-08-06 15:00:17,,4852,1
90,u_0400,s_00015,random_pick,2026-08-06 15:00:19,,,
91,u_0400,s_00015,view_movie_card,2026-08-06 15:00:23,m_0297,,
92,u_0400,s_00015,view_movie_card,2026-08-06 15:00:29,m_0383,,
93,u_0515,s_00016,session_start,2026-08-02 18:30:00,,,
94,u_0521,s_00017,session_start,2026-08-17 11:03:00,,,
95,u_0521,s_00017,search,2026-08-17 11:03:04,,,
96,u_0521,s_00017,api_request,2026-08-17 11:03:04,,2226,1
97,u_0521,s_00017,view_movie_card,2026-08-17 11:03:10,m_0318,,
98,u_0521,s_00017,add_favorite,2026-08-17 11:03:16,m_0318,,
99,u_0521,s_00017,view_movie_card,2026-08-17 11:03:30,m_0105,,
100,u_0521,s_00017,view_movie_card,2026-08-17 11:03:49,m_0123,,
101,u_0521,s_00017,view_movie_card,2026-08-17 11:03:40,m_0344,,
102,u_0521,s_00017,view_movie_card,2026-08-17 11:04:39,m_0162,,
103,u_0470,s_00018,session_start,2026-08-30 10:00:00,,,
104,u_0470,s_00018,search,2026-08-30 10:00:11,,,
105,u_0470,s_00018,api_request,2026-08-30 10:00:12,,2046,1
106,u_0470,s_00018,random_pick,2026-08-30 10:00:13,,,
107,u_0470,s_00018,view_movie_card,2026-08-30 10:00:24,m_0190,,
108,u_0721,s_00019,session_start,2026-08-15 22:34:00,,,
109,u_0721,s_00019,search,2026-08-15 22:34:14,,,
110,u_0721,s_00019,api_request,2026-08-15 22:34:19,,4843,1
111,u_0721,s_00019,view_movie_card,2026-08-15 22:34:28,m_0136,,
112,u_0721,s_00019,add_favorite,2026-08-15 22:34:30,m_0136,,
113,u_0721,s_00019,view_movie_card,2026-08-15 22:34:37,m_0140,,
114,u_0721,s_00019,view_movie_card,2026-08-15 22:34:52,m_0368,,
115,u_0271,s_00020,session_start,2026-08-22 19:54:00,,,
116,u_0271,s_00020,search,2026-08-22 19:54:06,,,
117,u_0271,s_00020,api_request,2026-08-22 19:54:06,,3769,1
118,u_0790,s_00021,session_start,2026-08-02 09:21:00,,,
119,u_0790,s_00021,search,2026-08-02 09:21:06,,,
120,u_0790,s_00021,api_request,2026-08-02 09:21:07,,4819,1
121,u_0790,s_00021,random_pick,2026-08-02 09:21:09,,,
122,u_0790,s_00021,view_movie_card,2026-08-02 09:21:13,m_0428,,
123,u_0790,s_00021,view_movie_card,2026-08-02 09:21:25,m_0221,,
124,u_0790,s_00021,add_favorite,2026-08-02 09:21:30,m_0221,,
125,u_0816,s_00022,session_start,2026-08-12 23:59:00,,,
126,u_0216,s_00023,session_start,2026-08-02 23:22:00,,,
127,u_0216,s_00023,search,2026-08-02 23:22:12,,,
128,u_0216,s_00023,api_request,2026-08-02 23:22:13,,4886,1
129,u_0159,s_00024,session_start,2026-08-14 18:47:00,,,
130,u_0820,s_00025,session_start,2026-08-08 22:10:00,,,
131,u_0820,s_00025,search,2026-08-08 22:10:08,,,
132,u_0820,s_00025,api_request,2026-08-08 22:10:08,,3021,1
133,u_0885,s_00026,session_start,2026-08-14 21:42:00,,,
134,u_0885,s_00026,search,2026-08-14 21:42:05,,,
135,u_0885,s_00026,api_request,2026-08-14 21:42:07,,1185,1
136,u_0885,s_00026,view_movie_card,2026-08-14 21:42:18,m_0419,,
137,u_0815,s_00027,session_start,2026-08-12 13:52:00,,,
138,u_0815,s_00027,search,2026-08-12 13:52:05,,,
139,u_0815,s_00027,api_request,2026-08-12 13:52:05,,3564,1
140,u_0815,s_00027,view_movie_card,2026-08-12 13:52:18,m_0180,,
141,u_0815,s_00027,view_movie_card,2026-08-12 13:52:39,m_0348,,
142,u_0815,s_00027,view_movie_card,2026-08-12 13:52:50,m_0481,,
143,u_0815,s_00027,add_favorite,2026-08-12 13:52:55,m_0481,,
144,u_0815,s_00027,view_movie_card,2026-08-12 13:52:45,m_0298,,
145,u_0611,s_00028,session_start,2026-08-09 09:06:00,,,
146,u_0611,s_00028,search,2026-08-09 09:06:13,,,
147,u_0611,s_00028,api_request,2026-08-09 09:06:15,,4489,1
148,u_0611,s_00028,random_pick,2026-08-09 09:06:16,,,
149,u_0611,s_00028,view_movie_card,2026-08-09 09:06:33,m_0001,,
150,u_0611,s_00028,view_movie_card,2026-08-09 09:06:37,m_0187,,
151,u_0611,s_00028,view_movie_card,2026-08-09 09:07:00,m_0320,,
152,u_0611,s_00028,view_movie_card,2026-08-09 09:06:47,m_0369,,
153,u_0419,s_00029,session_start,2026-08-17 13:42:00,,,
154,u_0419,s_00029,search,2026-08-17 13:42:13,,,
155,u_0419,s_00029,api_request,2026-08-17 13:42:15,,1871,1
156,u_0419,s_00029,view_movie_card,2026-08-17 13:42:25,m_0316,,
157,u_0419,s_00029,view_movie_card,2026-08-17 13:42:49,m_0281,,
158,u_0419,s_00029,view_movie_card,2026-08-17 13:42:57,m_0147,,
159,u_0419,s_00029,add_favorite,2026-08-17 13:43:03,m_0147,,
160,u_0419,s_00029,view_movie_card,2026-08-17 13:43:31,m_0227,,
161,u_0419,s_00029,view_movie_card,2026-08-17 13:43:10,m_0262,,
162,u_0174,s_00030,session_start,2026-08-29 21:47:00,,,
163,u_0174,s_00030,search,2026-08-29 21:47:06,,,
164,u_0174,s_00030,api_request,2026-08-29 21:47:10,,3045,1
165,u_0174,s_00030,random_pick,2026-08-29 21:47:13,,,
166,u_0174,s_00030,view_movie_card,2026-08-29 21:47:22,m_0413,,
167,u_0174,s_00030,add_favorite,2026-08-29 21:47:23,m_0413,,
168,u_0174,s_00030,view_movie_card,2026-08-29 21:47:22,m_0126,,
169,u_0174,s_00030,view_movie_card,2026-08-29 21:47:31,m_0234,,
170,u_0174,s_00030,view_movie_card,2026-08-29 21:47:54,m_0368,,
171,u_0174,s_00030,view_movie_card,2026-08-29 21:48:50,m_0205,,
172,u_0769,s_00031,session_start,2026-08-21 20:00:00,,,
173,u_0769,s_00031,search,2026-08-21 20:00:03,,,
174,u_0769,s_00031,api_request,2026-08-21 20:00:06,,4543,1
175,u_0769,s_00031,view_movie_card,2026-08-21 20:00:14,m_0234,,
176,u_0769,s_00031,add_favorite,2026-08-21 20:00:22,m_0234,,
177,u_0769,s_00031,view_movie_card,2026-08-21 20:00:36,m_0487,,
178,u_0737,s_00032,session_start,2026-08-15 18:52:00,,,
179,u_0737,s_00032,search,2026-08-15 18:52:08,,,
180,u_0737,s_00032,api_request,2026-08-15 18:52:12,,1603,1
181,u_0737,s_00032,random_pick,2026-08-15 18:52:14,,,
182,u_0737,s_00032,view_movie_card,2026-08-15 18:52:25,m_0393,,
183,u_0737,s_00032,view_movie_card,2026-08-15 18:52:52,m_0321,,
184,u_0293,s_00033,session_start,2026-08-15 10:45:00,,,
185,u_0293,s_00033,search,2026-08-15 10:45:07,,,
186,u_0293,s_00033,api_request,2026-08-15 10:45:09,,960,1
187,u_0293,s_00033,view_movie_card,2026-08-15 10:45:20,m_0033,,
188,u_0426,s_00034,session_start,2026-08-11 17:29:00,,,
189,u_0426,s_00034,search,2026-08-11 17:29:15,,,
190,u_0426,s_00034,api_request,2026-08-11 17:29:18,,5084,1
191,u_0784,s_00035,session_start,2026-08-01 22:56:00,,,
192,u_0784,s_00035,search,2026-08-01 22:56:09,,,
193,u_0784,s_00035,api_request,2026-08-01 22:56:09,,2746,1
194,u_0784,s_00035,view_movie_card,2026-08-01 22:56:27,m_0276,,
195,u_0784,s_00035,view_movie_card,2026-08-01 22:56:33,m_0250,,
196,u_0784,s_00035,add_favorite,2026-08-01 22:56:40,m_0250,,
197,u_0784,s_00035,view_movie_card,2026-08-01 22:57:09,m_0015,,
198,u_0784,s_00035,view_movie_card,2026-08-01 22:57:17,m_0371,,
199,u_0784,s_00035,add_favorite,2026-08-01 22:57:25,m_0371,,
200,u_0547,s_00036,session_start,2026-08-30 11:39:00,,,
201,u_0547,s_00036,search,2026-08-30 11:39:08,,,
202,u_0547,s_00036,api_request,2026-08-30 11:39:13,,522,1
203,u_0547,s_00036,view_movie_card,2026-08-30 11:39:23,m_0026,,
204,u_0547,s_00036,view_movie_card,2026-08-30 11:39:43,m_0109,,
205,u_0389,s_00037,session_start,2026-08-11 21:56:00,,,
206,u_0389,s_00037,search,2026-08-11 21:56:15,,,
207,u_0389,s_00037,api_request,2026-08-11 21:56:18,,970,1
208,u_0389,s_00037,random_pick,2026-08-11 21:56:21,,,
209,u_0389,s_00037,view_movie_card,2026-08-11 21:56:30,m_0333,,
210,u_0389,s_00037,add_favorite,2026-08-11 21:56:31,m_0333,,
211,u_0389,s_00037,view_movie_card,2026-08-11 21:56:28,m_0487,,
212,u_0389,s_00037,view_movie_card,2026-08-11 21:56:33,m_0319,,
213,u_0389,s_00037,add_favorite,2026-08-11 21:56:36,m_0319,,
214,u_0578,s_00038,session_start,2026-08-16 19:07:00,,,
215,u_0786,s_00039,session_start,2026-08-15 20:16:00,,,
216,u_0786,s_00039,search,2026-08-15 20:16:11,,,
217,u_0786,s_00039,api_request,2026-08-15 20:16:16,,1238,1
218,u_0786,s_00039,random_pick,2026-08-15 20:16:21,,,
219,u_0786,s_00039,view_movie_card,2026-08-15 20:16:21,m_0476,,
220,u_0407,s_00040,session_start,2026-08-22 23:24:00,,,
221,u_0708,s_00041,session_start,2026-08-07 10:37:00,,,
222,u_0708,s_00041,search,2026-08-07 10:37:05,,,
223,u_0708,s_00041,api_request,2026-08-07 10:37:06,,2770,1
224,u_0816,s_00042,session_start,2026-08-20 21:07:00,,,
225,u_0546,s_00043,session_start,2026-08-26 09:22:00,,,
226,u_0546,s_00043,search,2026-08-26 09:22:07,,,
227,u_0546,s_00043,api_request,2026-08-26 09:22:07,,3095,1
228,u_0546,s_00043,view_movie_card,2026-08-26 09:22:25,m_0492,,
229,u_0546,s_00043,view_movie_card,2026-08-26 09:22:45,m_0363,,
230,u_0546,s_00043,add_favorite,2026-08-26 09:22:48,m_0363,,
231,u_0277,s_00044,session_start,2026-08-24 17:41:00,,,
232,u_0277,s_00044,search,2026-08-24 17:41:10,,,
233,u_0277,s_00044,api_request,2026-08-24 17:41:14,,5153,1
234,u_0277,s_00044,view_movie_card,2026-08-24 17:41:21,m_0143,,
235,u_0277,s_00044,view_movie_card,2026-08-24 17:41:38,m_0385,,
236,u_0277,s_00044,view_movie_card,2026-08-24 17:42:05,m_0173,,
237,u_0277,s_00044,add_favorite,2026-08-24 17:42:11,m_0173,,
238,u_0277,s_00044,view_movie_card,2026-08-24 17:41:54,m_0250,,
239,u_0277,s_00044,add_favorite,2026-08-24 17:41:59,m_0250,,
240,u_0611,s_00045,session_start,2026-08-11 13:56:00,,,
241,u_0611,s_00045,search,2026-08-11 13:56:06,,,
242,u_0611,s_00045,api_request,2026-08-11 13:56:10,,4565,0
243,u_0611,s_00045,error_shown,2026-08-11 13:56:10,,,
244,u_0417,s_00046,session_start,2026-08-03 12:46:00,,,
245,u_0417,s_00046,search,2026-08-03 12:46:14,,,
246,u_0417,s_00046,api_request,2026-08-03 12:46:16,,4320,1
247,u_0417,s_00046,random_pick,2026-08-03 12:46:20,,,
248,u_0417,s_00046,view_movie_card,2026-08-03 12:46:28,m_0157,,
249,u_0544,s_00047,session_start,2026-08-12 16:35:00,,,
250,u_0544,s_00047,search,2026-08-12 16:35:13,,,
251,u_0544,s_00047,api_request,2026-08-12 16:35:17,,4017,1
252,u_0544,s_00047,random_pick,2026-08-12 16:35:19,,,
253,u_0544,s_00047,view_movie_card,2026-08-12 16:35:32,m_0062,,
254,u_0197,s_00048,session_start,2026-08-25 20:11:00,,,
255,u_0197,s_00048,search,2026-08-25 20:11:09,,,
256,u_0197,s_00048,api_request,2026-08-25 20:11:11,,4597,1
257,u_0197,s_00048,view_movie_card,2026-08-25 20:11:25,m_0117,,
258,u_0197,s_00048,view_movie_card,2026-08-25 20:11:39,m_0008,,
259,u_0197,s_00048,view_movie_card,2026-08-25 20:11:38,m_0141,,
260,u_0197,s_00048,add_favorite,2026-08-25 20:11:39,m_0141,,
261,u_0197,s_00048,view_movie_card,2026-08-25 20:12:07,m_0358,,
262,u_0197,s_00048,view_movie_card,2026-08-25 20:12:51,m_0053,,
263,u_0491,s_00049,session_start,2026-08-19 13:30:00,,,
264,u_0491,s_00049,search,2026-08-19 13:30:04,,,
265,u_0491,s_00049,api_request,2026-08-19 13:30:04,,4213,1
266,u_0491,s_00049,view_movie_card,2026-08-19 13:30:10,m_0078,,
267,u_0491,s_00049,add_favorite,2026-08-19 13:30:15,m_0078,,
268,u_0572,s_00050,session_start,2026-08-03 12:07:00,,,
269,u_0572,s_00050,search,2026-08-03 12:07:11,,,
270,u_0572,s_00050,api_request,2026-08-03 12:07:16,,2148,1
271,u_0572,s_00050,view_movie_card,2026-08-03 12:07:30,m_0441,,
272,u_0572,s_00050,view_movie_card,2026-08-03 12:07:52,m_0157,,
273,u_0102,s_00051,session_start,2026-08-02 18:47:00,,,
274,u_0271,s_00052,session_start,2026-08-07 19:13:00,,,
275,u_0271,s_00052,search,2026-08-07 19:13:04,,,
276,u_0271,s_00052,api_request,2026-08-07 19:13:06,,914,1
277,u_0271,s_00052,view_movie_card,2026-08-07 19:13:26,m_0150,,
278,u_0271,s_00052,add_favorite,2026-08-07 19:13:31,m_0150,,
279,u_0271,s_00052,view_movie_card,2026-08-07 19:13:34,m_0360,,
280,u_0271,s_00053,session_start,2026-08-03 19:14:00,,,
281,u_0271,s_00053,search,2026-08-03 19:14:12,,,
282,u_0271,s_00053,api_request,2026-08-03 19:14:17,,1920,1
283,u_0271,s_00053,view_movie_card,2026-08-03 19:14:30,m_0424,,
284,u_0271,s_00053,add_favorite,2026-08-03 19:14:31,m_0424,,
285,u_0271,s_00053,view_movie_card,2026-08-03 19:14:37,m_0406,,
286,u_0296,s_00054,session_start,2026-08-24 22:36:00,,,
287,u_0296,s_00054,search,2026-08-24 22:36:09,,,
288,u_0296,s_00054,api_request,2026-08-24 22:36:14,,3597,1
289,u_0449,s_00055,session_start,2026-08-17 17:31:00,,,
290,u_0449,s_00055,search,2026-08-17 17:31:02,,,
291,u_0449,s_00055,api_request,2026-08-17 17:31:05,,2351,1
292,u_0449,s_00055,view_movie_card,2026-08-17 17:31:10,m_0392,,
293,u_0782,s_00056,session_start,2026-08-09 18:02:00,,,
294,u_0782,s_00056,search,2026-08-09 18:02:09,,,
295,u_0782,s_00056,api_request,2026-08-09 18:02:13,,2578,1
296,u_0782,s_00056,view_movie_card,2026-08-09 18:02:33,m_0497,,
297,u_0782,s_00056,add_favorite,2026-08-09 18:02:39,m_0497,,
298,u_0782,s_00056,view_movie_card,2026-08-09 18:02:49,m_0171,,
299,u_0338,s_00057,session_start,2026-08-04 22:10:00,,,
300,u_0338,s_00057,search,2026-08-04 22:10:09,,,
301,u_0338,s_00057,api_request,2026-08-04 22:10:11,,3580,1
302,u_0091,s_00058,session_start,2026-08-18 09:29:00,,,
303,u_0091,s_00058,search,2026-08-18 09:29:07,,,
304,u_0091,s_00058,api_request,2026-08-18 09:29:08,,3611,1
305,u_0891,s_00059,session_start,2026-08-27 09:42:00,,,
306,u_0891,s_00059,search,2026-08-27 09:42:08,,,
307,u_0891,s_00059,api_request,2026-08-27 09:42:08,,3263,1
308,u_0891,s_00059,view_movie_card,2026-08-27 09:42:14,m_0105,,
309,u_0891,s_00059,view_movie_card,2026-08-27 09:42:26,m_0475,,
310,u_0125,s_00060,session_start,2026-08-29 20:31:00,,,
311,u_0125,s_00060,search,2026-08-29 20:31:12,,,
312,u_0125,s_00060,api_request,2026-08-29 20:31:17,,1597,1
313,u_0125,s_00060,view_movie_card,2026-08-29 20:31:29,m_0431,,
314,u_0853,s_00061,session_start,2026-08-15 10:41:00,,,
315,u_0853,s_00061,search,2026-08-15 10:41:13,,,
316,u_0853,s_00061,api_request,2026-08-15 10:41:15,,2539,1
317,u_0853,s_00061,view_movie_card,2026-08-15 10:41:34,m_0283,,
318,u_0853,s_00061,add_favorite,2026-08-15 10:41:38,m_0283,,
319,u_0853,s_00061,view_movie_card,2026-08-15 10:41:33,m_0443,,
320,u_0853,s_00061,add_favorite,2026-08-15 10:41:40,m_0443,,
321,u_0520,s_00062,session_start,2026-08-11 23:50:00,,,
322,u_0520,s_00062,search,2026-08-11 23:50:02,,,
323,u_0520,s_00062,api_request,2026-08-11 23:50:04,,5108,1
324,u_0520,s_00062,view_movie_card,2026-08-11 23:50:23,m_0276,,
325,u_0520,s_00062,view_movie_card,2026-08-11 23:50:34,m_0283,,
326,u_0520,s_00062,view_movie_card,2026-08-11 23:50:55,m_0234,,
327,u_0245,s_00063,session_start,2026-08-28 12:44:00,,,
328,u_0245,s_00063,search,2026-08-28 12:44:05,,,
329,u_0245,s_00063,api_request,2026-08-28 12:44:08,,6874,0
330,u_0245,s_00063,error_shown,2026-08-28 12:44:08,,,
331,u_0391,s_00064,session_start,2026-08-23 23:51:00,,,
332,u_0391,s_00064,search,2026-08-23 23:51:12,,,
333,u_0391,s_00064,api_request,2026-08-23 23:51:17,,4357,1
334,u_0340,s_00065,session_start,2026-08-05 17:37:00,,,
335,u_0340,s_00065,search,2026-08-05 17:37:15,,,
336,u_0340,s_00065,api_request,2026-08-05 17:37:18,,4043,1
337,u_0340,s_00065,view_movie_card,2026-08-05 17:37:27,m_0039,,
338,u_0710,s_00066,session_start,2026-08-09 14:39:00,,,
339,u_0710,s_00066,search,2026-08-09 14:39:03,,,
340,u_0710,s_00066,api_request,2026-08-09 14:39:05,,4671,1
341,u_0710,s_00066,view_movie_card,2026-08-09 14:39:25,m_0447,,
342,u_0647,s_00067,session_start,2026-08-20 10:15:00,,,
343,u_0647,s_00067,search,2026-08-20 10:15:06,,,
344,u_0647,s_00067,api_request,2026-08-20 10:15:08,,3855,1
345,u_0894,s_00068,session_start,2026-08-25 19:45:00,,,
346,u_0894,s_00068,search,2026-08-25 19:45:04,,,
347,u_0894,s_00068,api_request,2026-08-25 19:45:09,,537,1
348,u_0894,s_00068,random_pick,2026-08-25 19:45:12,,,
349,u_0894,s_00068,view_movie_card,2026-08-25 19:45:27,m_0075,,
350,u_0894,s_00068,view_movie_card,2026-08-25 19:45:45,m_0290,,
351,u_0894,s_00068,view_movie_card,2026-08-25 19:45:39,m_0088,,
352,u_0894,s_00068,add_favorite,2026-08-25 19:45:46,m_0088,,
353,u_0510,s_00069,session_start,2026-08-20 19:15:00,,,
354,u_0654,s_00070,session_start,2026-08-05 12:29:00,,,
355,u_0654,s_00070,search,2026-08-05 12:29:06,,,
356,u_0654,s_00070,api_request,2026-08-05 12:29:11,,6811,0
357,u_0654,s_00070,error_shown,2026-08-05 12:29:11,,,
358,u_0560,s_00071,session_start,2026-08-29 13:43:00,,,
359,u_0560,s_00071,search,2026-08-29 13:43:09,,,
360,u_0560,s_00071,api_request,2026-08-29 13:43:12,,2750,1
361,u_0560,s_00071,random_pick,2026-08-29 13:43:15,,,
362,u_0560,s_00071,view_movie_card,2026-08-29 13:43:23,m_0197,,
363,u_0560,s_00071,view_movie_card,2026-08-29 13:43:28,m_0122,,
364,u_0717,s_00072,session_start,2026-08-12 18:18:00,,,
365,u_0717,s_00072,search,2026-08-12 18:18:15,,,
366,u_0717,s_00072,api_request,2026-08-12 18:18:20,,366,1
367,u_0717,s_00072,view_movie_card,2026-08-12 18:18:26,m_0467,,
368,u_0717,s_00072,view_movie_card,2026-08-12 18:19:00,m_0427,,
369,u_0717,s_00072,view_movie_card,2026-08-12 18:19:02,m_0398,,
370,u_0225,s_00073,session_start,2026-08-20 21:22:00,,,
371,u_0225,s_00073,search,2026-08-20 21:22:11,,,
372,u_0225,s_00073,api_request,2026-08-20 21:22:13,,1420,1
373,u_0225,s_00073,view_movie_card,2026-08-20 21:22:27,m_0404,,
374,u_0225,s_00073,view_movie_card,2026-08-20 21:22:45,m_0375,,
375,u_0225,s_00073,add_favorite,2026-08-20 21:22:50,m_0375,,
376,u_0225,s_00073,view_movie_card,2026-08-20 21:22:58,m_0383,,
377,u_0225,s_00073,view_movie_card,2026-08-20 21:22:57,m_0068,,
378,u_0514,s_00074,session_start,2026-08-29 14:33:00,,,
379,u_0845,s_00075,session_start,2026-08-27 11:16:00,,,
380,u_0892,s_00076,session_start,2026-08-26 13:47:00,,,
381,u_0892,s_00076,search,2026-08-26 13:47:03,,,
382,u_0892,s_00076,api_request,2026-08-26 13:47:07,,1453,1
383,u_0892,s_00076,view_movie_card,2026-08-26 13:47:24,m_0496,,
384,u_0810,s_00077,session_start,2026-08-18 14:05:00,,,
385,u_0810,s_00077,search,2026-08-18 14:05:06,,,
386,u_0810,s_00077,api_request,2026-08-18 14:05:10,,3319,1
387,u_0810,s_00077,view_movie_card,2026-08-18 14:05:26,m_0056,,
388,u_0810,s_00077,view_movie_card,2026-08-18 14:05:50,m_0013,,
389,u_0810,s_00077,view_movie_card,2026-08-18 14:05:55,m_0469,,
390,u_0844,s_00078,session_start,2026-08-21 10:40:00,,,
391,u_0844,s_00078,search,2026-08-21 10:40:13,,,
392,u_0844,s_00078,api_request,2026-08-21 10:40:15,,1255,1
393,u_0844,s_00078,random_pick,2026-08-21 10:40:19,,,
394,u_0844,s_00078,view_movie_card,2026-08-21 10:40:23,m_0050,,
395,u_0844,s_00078,view_movie_card,2026-08-21 10:40:33,m_0199,,
396,u_0844,s_00078,view_movie_card,2026-08-21 10:41:09,m_0301,,
397,u_0844,s_00078,view_movie_card,2026-08-21 10:40:51,m_0454,,
398,u_0844,s_00078,view_movie_card,2026-08-21 10:40:55,m_0427,,
